X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y
3110,260,19,711,178,6181,171,247,212,1485,T1,T29,1
3170,294,16,134,38,2376,174,234,200,1019,T3,T32,1
2968,217,14,0,0,5472,204,253,182,2699,T1,T23,1
2956,90,2,134,-3,1154,222,236,150,2230,T1,T23,2
2463,35,32,170,62,1177,198,153,71,876,T3,T10,3
3088,152,14,335,27,1549,237,239,130,745,T3,T32,2
3056,90,7,693,229,1291,231,229,132,789,T1,T29,1
3200,242,4,376,50,5929,213,242,167,2389,T1,T22,1
2818,57,11,234,96,3598,228,216,120,5741,T1,T12,2
3038,124,3,192,27,3046,225,237,146,518,T1,T29,1
2609,55,18,190,-10,1165,229,199,97,192,T1,T22,2
2932,104,9,30,-3,5663,236,229,124,3684,T1,T29,2
2872,6,17,558,142,240,196,204,142,1149,T3,T11,2
3288,125,9,331,55,1749,236,234,128,1695,T1,T29,2
3064,13,3,134,6,5052,216,233,154,2640,T1,T22,1
3277,205,20,391,164,1073,204,254,177,1919,T1,T29,1
3084,38,3,362,44,1215,219,233,150,1323,T2,T23,2
3174,24,9,664,157,1798,215,220,141,2525,T3,T31,1
3113,330,8,182,18,5541,201,231,169,1165,T1,T29,1
3068,314,15,192,42,3358,177,226,189,433,T1,T29,1
2293,31,39,301,3,684,181,129,55,433,T4,T10,3
3093,17,44,240,16,1201,147,114,71,1565,T3,T33,2
3203,8,20,510,7,1570,193,196,135,2164,T3,T24,1
2999,295,11,162,26,402,189,237,188,277,T2,T22,1
2686,325,23,270,75,1989,157,208,188,2448,T3,T24,6
2991,32,9,400,52,6138,218,220,137,3946,T1,T24,2
2991,246,16,180,40,3225,187,250,200,1243,T3,T32,2
2702,20,22,301,33,1310,199,189,119,2691,T3,T10,2
2964,100,11,366,55,3571,238,226,118,2103,T1,T29,2
3027,234,11,234,20,5622,201,250,185,2001,T1,T22,2
2939,163,16,270,57,870,234,243,134,1931,T3,T33,2
3171,32,14,1082,118,2894,216,208,125,2236,T3,T24,2
3001,128,13,124,33,335,241,232,118,987,T1,T22,1
2839,347,13,216,34,2239,196,219,162,2866,T1,T12,2
2955,167,17,30,9,1595,232,244,137,509,T3,T31,2
2959,50,11,350,40,3740,225,215,123,5520,T1,T29,2
3036,161,12,781,41,2965,232,243,140,2440,T3,T26,2
3191,277,20,242,7,3012,160,239,216,212,T3,T32,2
2926,42,7,162,17,4734,221,225,139,4379,T1,T23,1
2810,113,19,42,13,2430,249,217,87,1652,T3,T13,2
3235,346,10,30,5,4505,200,223,162,825,T1,T39,1
2475,94,26,212,87,847,250,190,51,1269,T3,T4,3
2984,307,42,309,194,900,77,178,222,1332,T3,T33,1
2809,146,18,175,52,1731,242,235,115,2244,T3,T13,2
2582,18,5,360,21,1302,216,230,151,4164,T1,T18,2
2836,55,17,201,48,1410,228,202,101,1376,T3,T10,2
2345,80,12,150,-5,390,236,218,111,655,T4,T2,3
2881,16,15,228,26,3601,206,208,137,5366,T1,T29,2
2715,67,7,180,4,2040,228,226,132,2630,T3,T32,2
2618,310,24,240,151,834,146,215,205,1154,T3,T24,2
2901,18,18,67,14,566,204,201,129,1627,T3,T24,2
3158,75,3,0,0,914,223,234,147,2279,T2,T23,1
2790,8,34,30,16,4004,159,152,112,850,T1,T23,1
2521,98,13,85,16,1366,241,221,107,1248,T3,T4,3
2949,42,6,402,82,3171,221,227,141,2281,T1,T29,2
2706,45,6,335,24,1789,222,226,139,5939,T1,T12,2
2686,123,7,0,0,1890,231,235,137,1138,T1,T12,2
3198,66,14,371,3,890,233,211,107,1176,T2,T32,2
3172,24,10,295,77,4858,215,218,140,1950,T1,T29,1
2644,328,3,42,-2,633,212,236,162,1579,T1,T12,2
3523,60,15,859,308,2516,231,207,104,1648,T1,T40,1
3176,113,10,30,-1,3419,238,229,120,408,T3,T22,1
2891,312,14,190,27,2096,182,229,187,849,T3,T31,2
3225,203,13,150,14,3186,213,251,171,1189,T3,T23,1
2329,128,19,124,45,1426,248,225,97,845,T4,T3,3
2741,318,21,108,15,1657,160,216,194,1584,T3,T13,6
3180,326,5,153,31,2828,206,234,166,1020,T3,T32,2
3302,0,11,335,74,1744,204,220,153,1019,T3,T31,1
3422,79,21,926,-70,883,242,197,75,242,T2,T38,7
2670,5,21,0,0,1434,187,193,138,1758,T3,T13,6
3000,32,16,591,17,2446,215,204,122,2322,T3,T24,2
3766,344,13,967,320,5096,194,219,164,3207,T3,T40,7
2845,37,20,324,79,2282,215,191,104,553,T3,T10,2
3042,263,22,524,80,6005,162,245,219,1683,T1,T29,1
3024,350,23,255,46,417,171,194,156,1356,T3,T32,2
3219,301,13,693,15,3495,184,234,190,1173,T3,T22,1
2548,132,22,42,4,1200,249,223,90,1507,T3,T11,2
2518,349,10,190,35,421,202,224,160,1579,T4,T6,3
2948,313,18,421,94,5063,169,224,193,470,T1,T29,2
2424,328,17,360,80,914,177,218,179,1492,T4,T10,6
3211,76,10,532,36,4031,232,222,121,2894,T1,T23,1
2784,106,12,175,33,1909,240,226,114,618,T3,T31,2
2765,74,6,335,42,2678,228,228,135,6709,T1,T12,1
2954,66,10,30,4,3059,230,220,122,1183,T3,T20,1
3395,83,17,474,238,1473,242,207,89,850,T3,T39,7
3331,270,10,228,15,3684,194,244,189,1906,T3,T32,1
3360,31,11,134,30,3393,217,215,132,2128,T3,T38,1
2810,35,16,366,44,1920,216,202,117,899,T3,T11,5
2490,106,11,85,17,810,239,227,117,5160,T1,T18,5
2067,62,23,124,17,646,232,187,75,785,T4,T2,3
3282,100,18,234,63,2617,247,213,89,2672,T1,T30,1
2954,248,14,90,20,1128,190,250,196,450,T3,T23,2
3117,208,25,67,26,3466,193,253,183,671,T3,T33,2
2469,4,7,0,0,90,211,226,153,324,T4,T10,2
2935,157,10,30,3,1812,232,242,140,451,T3,T32,2
3064,0,8,492,67,2967,209,226,155,700,T3,T32,1
2915,76,15,192,49,3013,237,212,102,2099,T1,T29,2
2932,140,7,0,0,1812,231,238,139,420,T3,T32,1
2913,0,14,212,42,2881,199,214,151,2021,T1,T29,2
3333,63,27,67,44,4078,232,175,58,3952,T1,T40,7
2666,226,14,42,15,1867,199,252,188,400,T3,T4,3
3223,28,13,547,105,3007,215,212,132,816,T3,T24,1
2613,61,15,212,63,175,231,207,104,1055,T1,T12,2
3193,148,8,30,-2,888,231,240,141,1359,T1,T23,1
2995,63,12,30,7,2777,230,215,116,792,T1,T29,1
2922,152,4,210,6,4761,224,239,151,1924,T1,T29,2
3214,263,12,488,73,268,190,246,194,2311,T3,T33,2
3263,315,14,180,42,2073,182,228,185,1963,T2,T33,2
2949,7,6,391,47,3269,213,228,153,1922,T1,T29,2
2384,9,10,450,142,1492,209,221,149,726,T4,T6,3
2747,342,12,85,5,3053,196,222,165,940,T3,T24,2
3111,337,4,234,30,1282,212,234,161,2744,T3,T23,1
2913,232,11,30,2,1470,202,250,185,1507,T3,T31,1
2618,86,3,85,-4,876,224,234,145,5871,T1,T29,2
3255,233,12,323,-19,2774,200,251,186,459,T3,T23,1
2906,247,8,60,-12,5656,203,246,181,5070,T1,T16,2
3273,132,6,201,9,2713,230,237,140,2697,T1,T30,1
3168,355,22,360,24,6074,178,194,150,1077,T1,T29,1
3185,84,7,162,26,5032,230,228,131,1224,T1,T29,1
3139,12,13,218,-2,1371,206,212,142,301,T3,T24,1
2867,2,13,190,49,4268,201,215,150,5093,T1,T29,2
2984,354,18,85,16,1463,188,206,154,2161,T1,T29,1
3299,253,11,272,40,3485,196,247,189,1761,T3,T32,1
2545,201,21,108,17,1120,206,253,173,1289,T3,T4,3
2388,159,12,277,101,1142,232,242,139,1090,T4,T2,3
2510,47,23,150,58,541,221,184,86,726,T3,T20,2
3046,90,1,283,-1,2543,220,237,153,752,T1,T23,2
2973,85,10,108,8,3907,235,222,118,2623,T1,T29,1
3100,45,3,0,0,3776,220,232,149,3094,T3,T22,1
2707,78,26,402,37,1245,242,182,54,1597,T1,T23,2
3014,137,16,297,92,1358,243,232,112,1706,T3,T32,2
2485,95,15,85,13,591,243,216,98,365,T4,T10,2
3255,4,20,30,0,5877,189,196,140,509,T1,T38,1
3301,117,6,192,46,5923,231,234,136,391,T1,T22,1
2768,353,10,170,61,1611,203,222,158,1062,T3,T31,2
3319,93,15,503,124,371,242,216,100,470,T2,T32,1
3204,39,10,30,2,2758,221,217,130,1719,T3,T38,1
2786,133,11,361,13,2040,237,235,127,2355,T1,T12,2
2862,347,17,42,8,1450,185,210,161,1421,T1,T29,2
3321,180,8,295,53,3139,223,245,156,642,T3,T38,1
3178,32,7,42,0,1812,219,224,142,532,T1,T23,1
3056,108,17,150,39,1266,247,218,95,1291,T3,T33,1
3136,88,35,513,31,811,246,162,14,1831,T1,T30,2
2925,308,14,60,10,2881,181,230,189,1317,T3,T33,2
3038,97,26,247,61,510,251,192,52,1342,T1,T30,1
3119,299,9,30,5,4477,196,237,181,3401,T1,T22,1
2847,0,14,510,117,150,199,213,151,1092,T3,T11,2
3014,315,5,872,42,5813,206,235,169,6228,T1,T29,2
2686,352,7,0,0,2466,208,228,158,4733,T1,T20,2
2982,181,12,518,61,1816,224,248,155,2016,T3,T32,2
3257,68,13,553,23,1380,233,214,111,2232,T1,T39,1
2813,355,14,30,6,1461,196,214,155,2651,T3,T33,2
3218,294,9,90,15,4682,194,238,184,518,T1,T38,1
3180,194,14,446,159,3081,217,251,165,1127,T3,T32,1
3142,69,7,30,2,2056,228,226,131,2059,T1,T23,1
3085,257,4,525,67,2848,209,242,171,811,T3,T32,1
2450,248,4,175,48,908,211,243,170,1061,T4,T6,3
2909,41,13,534,143,2363,221,211,123,577,T3,T11,2
3014,221,14,134,30,2940,202,253,185,457,T3,T32,2
3001,167,14,60,14,1025,231,244,141,618,T3,T24,2
2819,88,23,283,154,283,247,196,67,1798,T1,T30,2
2928,129,15,85,23,3391,243,230,112,1776,T1,T30,2
2959,72,9,67,3,4176,231,223,125,931,T1,T29,2
2986,304,19,85,23,150,164,227,201,930,T1,T22,1
2160,105,27,67,35,1168,253,195,51,531,T4,T10,4
3344,288,17,832,216,3937,172,237,204,2331,T3,T31,2
2954,333,3,30,0,1006,212,235,161,95,T3,T23,2
2880,13,22,360,-6,1714,194,191,127,2460,T3,T33,2
2982,26,22,67,21,1421,203,186,111,1339,T3,T31,2
2955,78,21,124,42,361,242,195,74,1333,T1,T29,1
2915,72,13,108,12,3354,235,214,108,1302,T1,T29,2
3071,200,5,342,1,2581,218,244,162,2040,T3,T32,1
3052,48,7,120,-1,1654,223,224,136,3042,T1,T23,1
3838,355,19,912,62,4445,184,202,153,2514,T3,T40,7
2624,102,20,150,24,1110,249,210,81,2271,T1,T30,2
2975,232,10,268,71,437,203,250,183,1471,T3,T32,2
2912,70,13,564,161,1358,233,214,111,1597,T3,T32,2
3065,297,16,301,70,2571,174,233,199,1415,T3,T31,2
2919,45,7,330,-12,3757,222,224,137,5942,T1,T16,2
2431,209,13,30,6,570,209,252,176,601,T3,T3,3
3147,78,12,361,66,1412,235,219,114,3360,T3,T33,1
2195,22,21,30,13,1385,202,190,118,721,T4,T10,3
2572,353,19,450,158,201,184,204,155,787,T4,T10,2
2664,91,11,306,52,870,237,223,115,1136,T1,T12,2
3099,349,20,85,18,1104,180,204,159,277,T3,T24,1
2991,180,5,524,65,4934,222,243,156,6189,T1,T12,2
2932,278,14,201,51,3948,181,242,200,787,T1,T29,2
3065,190,22,878,70,3086,214,251,160,2325,T3,T33,2
2921,307,15,361,21,2736,179,230,191,1426,T3,T24,2
3116,86,12,228,52,3092,237,221,113,3164,T1,T30,1
2340,9,23,430,116,1199,187,187,130,485,T4,T10,3
2063,303,32,30,15,150,115,205,221,655,T4,T10,3
3307,177,18,420,101,1745,226,247,147,1589,T3,T33,1
2678,10,16,330,54,1182,200,205,139,2711,T3,T10,2
3027,29,16,90,6,3944,213,204,123,2499,T1,T24,1
2918,11,23,258,16,2210,188,186,128,569,T3,T32,1
3371,302,3,216,24,1500,211,238,165,876,T3,T38,7
2932,243,7,417,36,5876,205,246,179,5735,T1,T16,2
2830,313,12,85,-4,3211,187,230,183,2656,T1,T12,2
2337,109,33,258,112,534,254,183,28,1764,T4,T3,4
3237,90,12,750,121,2101,239,220,110,2613,T3,T24,1
2277,328,22,175,111,1064,162,209,184,752,T4,T6,3
2113,295,29,90,40,1284,126,217,225,551,T4,T10,3
2348,297,11,42,7,0,190,237,186,720,T4,T10,3
3004,53,5,361,-13,6310,223,229,142,3718,T1,T24,1
3083,124,2,270,33,390,222,237,151,1277,T3,T22,2
3253,45,4,552,76,5619,221,231,147,2753,T1,T29,2
2557,126,6,0,0,1939,231,236,137,484,T3,T10,6
2983,40,12,67,-3,1575,221,214,126,1935,T1,T23,1
2528,209,13,242,43,1234,210,252,175,845,T4,T6,2
3216,79,4,150,-13,4414,224,233,144,927,T1,T38,1
2894,36,11,285,39,3191,219,215,130,2285,T1,T29,2
3162,270,12,540,121,1020,188,244,195,1231,T3,T32,2
2987,281,2,351,27,1982,212,239,165,927,T3,T32,2
3025,9,15,400,-14,4837,202,210,142,277,T1,T20,2
3057,311,16,474,128,1416,175,227,191,3099,T1,T22,1
2075,298,16,0,0,1317,174,233,198,618,T4,T17,4
3178,9,5,713,36,3293,215,230,153,3840,T1,T39,1
2988,321,3,470,3,1830,212,236,163,1107,T3,T32,2
2756,225,0,42,0,2912,218,238,157,2219,T1,T12,2
3180,33,8,67,1,1827,219,223,140,560,T1,T23,1
2871,90,26,210,89,1442,249,189,53,2024,T3,T13,2
3361,203,7,931,159,2982,217,247,166,1187,T3,T33,1
3132,89,12,323,50,1950,237,221,113,3245,T3,T24,1
3098,303,7,480,44,2430,202,237,174,2132,T3,T32,2
2844,341,14,384,83,1320,189,218,167,2765,T3,T11,2
3028,328,3,42,-1,1136,212,236,162,2443,T1,T29,2
3281,0,14,1184,264,2125,199,213,151,2001,T3,T38,7
3254,107,22,212,40,997,251,207,72,997,T3,T39,7
2820,77,9,212,29,2639,232,224,125,2477,T1,T12,2
3373,183,16,335,5,1782,222,249,155,3773,T2,T32,1
2959,92,6,552,46,4039,230,231,135,4578,T1,T12,2
2939,126,12,270,45,4595,240,231,119,1752,T1,T29,2
3280,34,10,335,69,5136,219,218,134,212,T1,T38,1
2650,27,16,210,-19,1782,211,203,124,1565,T3,T10,2
2643,254,4,430,115,834,210,242,170,983,T3,T2,3
3248,37,16,170,14,1595,218,202,116,2422,T1,T29,1
3237,227,15,319,90,1421,196,253,191,4308,T2,T32,1
2870,349,17,60,9,1965,187,211,160,1831,T3,T13,2
2677,111,11,600,27,735,238,229,119,1233,T3,T11,3
3112,163,15,417,104,811,233,243,138,1320,T3,T22,2
3230,250,13,577,95,589,191,249,196,2742,T3,T31,2
2617,342,19,30,15,1528,179,209,167,5019,T1,T12,2
3412,121,4,433,-10,892,227,236,144,742,T2,T38,7
3387,194,8,256,31,2972,219,247,162,1909,T3,T32,1
2241,28,33,90,25,509,188,151,79,864,T4,T10,6
3027,0,0,258,43,3050,218,237,156,518,T3,T32,2
3166,8,19,242,53,4297,194,198,138,1637,T1,T38,1
2851,142,28,268,168,1505,247,219,80,1691,T3,T13,2
2603,12,12,90,4,402,207,215,143,1345,T1,T29,2
3177,192,22,537,-55,1974,212,251,162,1033,T1,T29,2
2909,326,23,319,33,824,158,208,187,1476,T3,T33,2
3101,241,11,108,10,1383,199,249,187,2473,T3,T33,1
2846,296,17,255,84,2442,170,233,202,1092,T3,T24,2
2452,339,16,190,66,540,184,215,169,1087,T3,T31,2
3004,34,7,201,29,3047,219,225,142,6132,T1,T29,2
3044,98,5,335,45,5264,228,233,138,3231,T1,T30,2
3381,151,14,660,175,1690,237,239,129,1531,T3,T32,1
3234,237,20,679,146,3561,181,253,205,2047,T3,T31,1
3270,277,17,467,172,4294,173,241,207,1300,T1,T29,2
2732,340,9,60,17,1282,201,227,165,2188,T3,T11,2
3084,245,16,474,79,6028,185,251,202,1664,T1,T29,2
3034,93,9,402,65,5298,234,227,125,1015,T1,T29,2
2960,20,14,212,39,2284,209,210,135,2099,T3,T22,1
2652,330,23,90,42,1376,159,205,182,1279,T3,T33,2
2775,148,7,180,-4,2024,230,240,142,1020,T1,T12,2
3269,331,12,228,48,4608,192,225,172,2640,T3,T39,1
3009,333,12,240,32,1248,192,225,171,1772,T3,T31,2
3079,67,21,297,66,4709,236,193,78,390,T1,T30,2
2730,219,37,150,98,767,154,245,202,1549,T3,T13,2
3064,190,10,365,-54,1921,220,248,161,3854,T1,T23,1
3282,117,11,85,18,1379,238,230,121,3240,T2,T23,2
3064,271,17,391,-5,2516,173,243,208,2190,T3,T32,1
3039,113,5,180,6,912,230,234,138,1616,T3,T22,1
2911,18,10,450,69,2594,213,220,143,1243,T3,T31,1
2227,122,21,42,15,1465,250,218,85,474,T4,T2,6
2877,310,12,30,10,4139,187,232,185,6051,T1,T20,2
3095,30,8,218,14,1513,218,223,141,2950,T3,T31,1
3123,321,6,201,2,2308,204,234,169,2297,T3,T32,2
2174,15,33,309,138,474,171,152,99,342,T4,T10,3
3210,168,13,700,3,1064,230,245,144,2265,T3,T33,2
2757,62,4,390,0,2424,223,232,145,5963,T1,T12,2
3135,129,9,85,-9,4586,235,235,130,1115,T1,T23,1
2982,34,5,458,10,5308,219,228,146,6511,T1,T29,1
2819,43,15,430,106,2630,221,205,115,192,T3,T10,1
2699,232,32,319,69,3092,154,249,217,1788,T3,T13,2
2503,7,14,30,10,1072,201,211,145,911,T4,T6,2
2851,167,12,361,53,3531,230,244,145,3207,T1,T12,2
2968,80,12,124,16,4190,236,219,113,2155,T1,T20,2
3348,149,6,666,114,1172,227,240,146,2274,T3,T32,1
3117,79,27,335,76,1296,243,181,51,1191,T3,T32,1
3311,65,15,30,-11,2058,233,208,103,3087,T1,T39,7
3294,122,6,390,21,1383,231,235,137,2081,T1,T38,1
3295,101,13,175,10,2685,242,222,108,1616,T3,T38,7
3210,273,12,30,5,5045,188,243,195,543,T1,T22,1
3050,131,5,150,22,525,228,237,143,1199,T3,T23,2
3340,209,15,153,24,3692,208,253,177,1883,T3,T32,1
3247,144,8,190,26,1328,232,239,139,2731,T1,T22,1
2803,13,27,467,187,1245,182,173,117,680,T3,T33,2
3019,352,12,190,32,1048,199,220,158,2503,T3,T22,1
2154,339,18,268,152,361,178,211,170,67,T4,T5,3
3394,33,16,582,155,3094,215,204,120,2190,T3,T39,7
2435,156,5,30,-2,598,225,240,150,661,T3,T4,2
2475,352,16,0,0,541,191,211,157,847,T3,T20,6
2847,261,17,234,68,2226,176,247,208,1068,T3,T31,2
2651,315,10,210,59,1284,194,232,178,1123,T1,T29,2
3369,275,10,391,86,3520,192,243,190,1550,T3,T38,7
3295,24,5,95,4,4521,217,230,149,3805,T3,T23,1
3013,335,5,0,0,4110,209,233,163,1040,T1,T19,2
3064,27,17,450,-4,3603,211,200,121,4830,T1,T29,1
2956,0,8,433,24,4039,208,225,154,4715,T1,T12,2
3168,135,9,108,2,1234,235,236,133,2393,T1,T23,1
3151,11,15,360,114,2215,202,208,140,1040,T3,T33,1
2742,31,8,272,-5,1533,218,222,140,1816,T1,T30,1
2961,82,25,390,147,626,245,187,56,716,T3,T33,2
3230,337,5,361,46,283,208,232,163,1200,T3,T31,1
2834,296,18,30,10,5265,167,232,204,4614,T1,T24,2
2690,81,13,90,-4,1463,237,216,107,641,T1,T23,2
2941,122,7,277,22,3833,233,234,134,4702,T1,T12,2
2610,127,5,182,6,1528,228,237,143,1001,T3,T2,3
2857,176,23,218,-29,3139,225,245,140,1493,T3,T13,2
3046,76,14,531,62,1406,237,213,105,2471,T1,T29,2
2903,97,6,256,19,3231,229,232,137,2218,T1,T29,2
2947,153,10,90,2,4549,232,241,139,4754,T1,T29,1
2815,43,9,0,0,2906,222,221,134,4477,T1,T20,2
2726,270,6,391,37,1989,205,242,176,5989,T1,T12,2
2938,5,12,470,110,912,205,217,149,2103,T1,T12,2
3004,214,5,579,137,5702,215,245,166,4179,T1,T29,2
3175,0,14,190,41,2226,198,212,151,2818,T3,T24,1
2617,145,10,108,40,1691,234,239,135,892,T3,T3,2
2884,176,24,108,45,2912,224,244,139,1307,T3,T13,2
3017,224,30,127,66,1398,168,251,206,1148,T3,T13,2
3194,221,17,607,139,2954,198,254,188,127,T3,T32,2
2609,354,9,342,82,2457,206,225,158,518,T3,T2,2
3160,93,15,134,20,819,242,215,99,2230,T1,T22,1
2880,234,38,256,59,977,131,241,225,268,T3,T13,2
3057,17,23,175,17,2474,194,184,118,4236,T1,T29,1
2535,15,28,162,46,1980,183,170,112,787,T3,T10,6
2987,208,19,361,-34,1128,203,254,180,408,T3,T33,2
3216,213,13,700,107,577,208,252,178,2885,T3,T31,2
2959,351,12,30,3,779,199,220,159,2553,T3,T22,1
2722,102,33,67,20,124,253,179,26,2520,T1,T30,5
2832,213,31,268,154,2579,175,250,192,900,T3,T4,2
2897,274,11,201,40,3398,192,243,191,2706,T1,T12,1
3034,290,5,190,30,5479,206,239,172,4325,T1,T29,1
3212,112,4,42,-3,4716,227,235,142,1800,T1,T22,1
2908,62,26,218,109,228,232,176,61,1503,T1,T29,1
2954,29,16,30,2,323,213,204,123,391,T3,T33,2
2852,249,16,255,87,2160,184,250,202,726,T3,T31,5
3333,267,9,470,65,3352,196,244,187,1613,T1,T39,1
2977,191,5,30,0,5636,220,244,160,2173,T1,T22,1
2928,326,10,42,10,3871,195,229,173,4877,T1,T29,2
2520,113,9,513,7,942,236,231,126,3928,T1,T18,2
3031,213,16,376,20,5791,205,253,181,2190,T1,T29,2
3183,315,1,85,3,4446,215,237,160,957,T3,T23,1
2840,259,22,201,79,1761,161,246,220,1383,T3,T13,2
3041,197,11,319,-8,5724,217,250,166,2771,T1,T29,1
2824,10,37,420,69,1442,155,140,100,750,T3,T28,2
3092,60,11,240,23,3398,229,216,119,5058,T1,T29,2
2456,240,27,67,35,1084,158,250,220,1243,T3,T3,3
3256,25,15,234,33,4414,212,207,129,2101,T3,T22,1
2684,198,28,120,-19,618,199,250,170,721,T3,T3,2
3033,22,3,124,0,1395,218,233,153,2797,T1,T23,1
3001,34,7,210,25,5123,219,225,142,1279,T1,T29,2
3032,335,5,127,8,1224,209,233,163,2634,T1,T29,1
2941,28,13,218,62,1380,215,212,132,1980,T3,T32,2
3011,63,8,430,29,1897,228,223,128,1651,T3,T32,2
2854,113,19,268,83,541,249,217,87,1233,T1,T30,5
3020,20,8,95,-4,3369,215,224,145,5239,T1,T29,2
3275,246,9,295,80,4954,203,247,182,1063,T1,T29,2
2278,334,18,30,5,450,176,214,175,1597,T4,T5,3
2814,344,8,30,7,2228,203,227,163,2506,T1,T23,2
3199,34,9,0,0,5112,219,221,137,696,T1,T19,1
2807,327,13,120,51,2053,188,225,176,1153,T3,T13,2
3187,17,10,742,170,1867,212,219,144,2442,T3,T31,1
3185,67,8,306,10,4202,228,224,129,2975,T1,T19,1
2630,45,5,450,204,2039,222,228,142,552,T3,T2,3
2440,161,14,30,9,1795,233,243,137,153,T3,T2,3
3154,87,19,124,-25,1595,244,205,82,1507,T1,T29,1
2638,9,24,162,70,1082,185,184,129,920,T3,T33,2
3256,27,11,134,68,1397,216,216,136,2766,T1,T30,1
3053,59,11,532,111,228,228,216,119,1783,T3,T33,2
3047,72,3,360,-10,2707,223,233,146,911,T1,T23,2
2644,202,21,120,34,1986,205,253,174,1298,T3,T4,2
2793,49,5,30,0,1299,222,228,141,2862,T3,T20,1
2910,304,19,124,37,2565,165,227,201,702,T3,T22,1
3379,212,24,794,-87,3456,191,254,187,2610,T1,T39,1
3217,32,23,469,149,1194,208,183,101,295,T1,T22,1
3010,352,15,175,47,150,193,213,158,902,T1,T22,1
2954,34,19,391,130,402,214,194,109,499,T3,T33,1
2511,13,14,108,34,1034,206,211,141,741,T4,T6,2
2814,8,7,30,3,1273,212,227,152,2982,T3,T23,1
2788,330,20,108,7,2308,169,212,180,953,T3,T33,2
2297,3,10,170,26,750,207,221,152,636,T4,T2,3
3187,233,5,350,-19,646,212,244,169,2219,T3,T23,2
2821,312,22,67,30,690,155,218,201,1082,T3,T23,1
3278,240,5,60,18,5633,210,244,172,722,T1,T38,1
3222,189,5,95,19,4965,220,243,159,404,T1,T22,1
2314,200,26,150,79,981,199,252,173,417,T4,T6,3
3389,14,14,408,56,1182,206,210,139,3841,T2,T35,1
2925,231,31,212,115,1836,156,249,215,1050,T3,T13,2
3192,188,14,426,12,2086,220,250,160,1867,T3,T33,2
2988,356,7,240,48,1310,209,227,157,638,T3,T23,1
3090,73,11,212,43,2928,233,218,115,6024,T1,T29,1
3076,128,6,30,-3,845,230,236,140,1683,T1,T23,1
3281,27,15,488,27,1200,212,207,128,607,T2,T32,1
3018,92,8,150,0,1695,233,228,128,1790,T1,T22,2
2932,96,15,300,2,3517,242,218,101,2176,T1,T29,2
3477,330,17,467,142,1243,177,216,178,1604,T2,T40,7
2072,342,26,95,57,240,159,192,166,382,T4,T10,6
2956,66,11,85,23,1423,231,217,117,1409,T1,T29,2
3099,350,11,234,39,4943,201,222,160,2830,T1,T22,1
3018,4,23,85,23,4530,183,189,137,2631,T1,T29,1
3041,27,11,277,14,6534,215,217,137,2918,T1,T29,2
3142,277,16,0,0,4401,174,241,206,3556,T1,T22,1
2955,180,10,162,-14,1390,224,247,155,553,T3,T32,2
3307,6,17,785,143,2521,196,204,142,2160,T3,T40,7
3168,6,7,277,33,2979,212,226,152,1104,T1,T29,2
2913,256,20,212,102,1749,169,248,214,1154,T3,T31,2
2651,16,23,450,165,793,194,186,122,541,T3,T33,2
3147,90,1,0,0,1492,220,237,153,612,T3,T35,1
3361,108,9,0,0,4430,237,229,123,4161,T3,T23,7
2380,53,12,201,48,418,227,213,118,1231,T4,T10,6
2401,26,24,124,78,362,202,182,107,636,T4,T6,6
3355,148,17,900,239,2760,241,236,118,2389,T3,T39,7
3225,27,7,60,6,4625,218,225,144,350,T1,T38,1
2760,143,11,30,1,1167,236,238,130,902,T3,T2,5
3097,29,2,30,1,4097,218,233,152,1292,T1,T22,1
2663,77,9,242,7,1761,232,223,122,1756,T3,T11,3
3184,146,5,306,26,2401,227,239,146,918,T1,T23,1
2700,61,15,67,5,2789,231,207,104,930,T3,T24,2
3187,160,15,366,26,484,234,242,134,2713,T2,T23,1
2920,310,15,437,20,2704,179,229,190,1324,T3,T24,2
2597,81,11,150,28,1451,235,219,114,1438,T3,T11,2
2145,103,13,0,0,1266,242,222,108,1209,T4,T1,4
2991,66,8,633,96,1155,229,224,128,1794,T3,T32,2
3295,34,21,127,7,2230,212,189,104,390,T3,T39,7
2898,98,19,371,119,716,247,210,83,1165,T1,T30,2
3014,216,12,30,-6,5734,208,251,178,2538,T1,T29,1
2962,223,11,300,49,5292,206,250,180,4039,T1,T29,2
2530,42,12,60,0,1214,222,214,126,1516,T3,T10,3
2814,159,22,30,2,541,237,238,120,1316,T3,T13,5
2898,38,15,511,100,3287,218,205,118,582,T3,T33,2
2871,175,10,469,65,3529,226,245,151,3144,T1,T12,2
3268,336,27,537,120,4022,151,192,175,2251,T3,T31,1
3200,336,18,0,0,4488,176,212,174,3730,T3,T22,1
3257,108,6,30,-2,4345,231,233,136,2213,T1,T38,1
3057,237,32,726,-33,4019,147,247,223,1195,T3,T33,2
2652,82,29,190,125,870,245,176,40,895,T3,T13,2
2935,70,8,90,-16,1243,229,225,129,2290,T1,T23,2
2890,83,9,90,7,5437,233,224,122,4134,T1,T29,2
2560,204,35,150,61,1549,179,246,177,395,T3,T4,3
3257,180,16,240,51,1801,224,248,151,1661,T3,T33,1
2810,67,16,30,7,741,234,206,99,301,T3,T33,2
3140,118,17,170,62,127,247,222,96,2574,T2,T32,1
